Title,Publish Date,Format,Media Type,Series,Pillar,Month,Episode Number,Episode Part,Primary Link,YouTube URL,Duration,Podbean Link,Podbean Embeddable Link,Video ID,Summary,Featured
Small steps change everything #goals #transformation #selfdevelopment #shorts,"January 26, 2026",YouTube Short,Shortform,The Book of Flo,,January 2026,,,https://www.youtube.com/shorts/GJWagthiwMA,https://www.youtube.com/shorts/GJWagthiwMA,00:37,,,GJWagthiwMA,,No
Refinement over reinvention changes everything #personalgrowth #discipline #shorts,"January 24, 2026",YouTube Short,Shortform,The Book of Flo,,January 2026,,,https://www.youtube.com/shorts/DbTBuC_pFWo,https://www.youtube.com/shorts/DbTBuC_pFWo,00:35,,,DbTBuC_pFWo,,No
You Know Better Than You're Living #honesty #personaltransformation #shorts,"January 23, 2026",YouTube Short,Shortform,The Book of Flo,,January 2026,,,https://www.youtube.com/shorts/VvgZb1pzlKQ,https://www.youtube.com/shorts/VvgZb1pzlKQ,00:36,,,VvgZb1pzlKQ,,No
🎥 You Don't Have to Stay Close to What Costs Your Peace,"January 21, 2026",Podcast Video (YouTube),Longform,The Liberating River,,January 2026,,,https://www.youtube.com/watch?v=3uoSxrQHxBA,https://www.youtube.com/watch?v=3uoSxrQHxBA,15:44,,,3uoSxrQHxBA,,No
"Reset the Noise (Part III): Why Rest, Boundaries, and Pace Protect Your Peace","January 21, 2026",Podcast Audio (Podbean),Longform,The Liberating River,,January 2026,,,https://www.theliberatingriver.com/e/reset-the-noise-part-3-why-rest-boundaries-and-pace-protect-your-peace/,https://www.youtube.com/watch?v=6fCEHIfUwIA,15:34,https://www.theliberatingriver.com/e/reset-the-noise-part-3-why-rest-boundaries-and-pace-protect-your-peace/,https://mcdn.podbean.com/mf/web/2xz7x67k6xx6qcxu/Episode_13_Part_3.mp3,,,No
Not Everything That Looks Good Feels Right #trust #intuition #shorts,"January 19, 2026",YouTube Short,Shortform,The Book of Flo,,January 2026,,,https://www.youtube.com/shorts/ORgVJFROhP8,https://www.youtube.com/shorts/ORgVJFROhP8,00:39,,,ORgVJFROhP8,,No
🎥 Why Pausing Is Your Superpower | Here's Why,"January 14, 2026",Podcast Video (YouTube),Longform,The Liberating River,,January 2026,,,https://www.youtube.com/watch?v=j-QOQRLSyZY,https://www.youtube.com/watch?v=j-QOQRLSyZY,15:28,,,j-QOQRLSyZY,,No
Reset the Noise (Part II): Why Pausing Is Your Superpower | Here's Why,"January 14, 2026",Podcast Audio (Podbean),Longform,The Liberating River,,January 2026,,,https://www.theliberatingriver.com/e/2026-reset-part-ii-why-pausing-is-your-superpower-heres-why/,https://www.youtube.com/watch?v=XXa9TBzBOU0,15:28,https://www.theliberatingriver.com/e/2026-reset-part-ii-why-pausing-is-your-superpower-heres-why/,https://mcdn.podbean.com/mf/web/s3eg6n4ictd6rz38/Episode_13_Part_II.mp3,,,No
Peace Does Not = Perfection = Plans #alignment #mindset #shorts,"January 12, 2026",YouTube Short,Shortform,The Book of Flo,,January 2026,,,https://www.youtube.com/shorts/9PS3dGeA06A,https://www.youtube.com/shorts/9PS3dGeA06A,00:18,,,9PS3dGeA06A,,No
When Alignment Feels Like Flow #spirituality #transformation #shorts,"February 9, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/U0xvpN_cAS8,https://www.youtube.com/shorts/U0xvpN_cAS8,00:42,,,U0xvpN_cAS8,,No
"Self-trust, Where Real Safety Lives #spiritualhealing #selflove #emotionalhealth #shorts","February 7, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/pNgcBznjEoE,https://www.youtube.com/shorts/pNgcBznjEoE,01:02,,,pNgcBznjEoE,,No
The Heavy Season Taught You This #lessonlearned #release #transformation #shorts,"February 6, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/AQQCOz6xodw,https://www.youtube.com/shorts/AQQCOz6xodw,01:41,,,AQQCOz6xodw,,No
🎥 Alignment Over Urgency: What to Release So Peace Can Lead,"February 4, 2026",Podcast Video (YouTube),Longform,The Liberating River,,February 2026,,,https://www.youtube.com/watch?v=YinX0UIc6LI,https://www.youtube.com/watch?v=YinX0UIc6LI,12:33,,,YinX0UIc6LI,,No
"Reset the Noise (Part V): Release, So Peace Leads","February 4, 2026",Podcast Audio (Podbean),Longform,The Liberating River,,February 2026,,,https://www.theliberatingriver.com/e/reset-the-noise-part-5-release-so-peace-leads/,https://www.youtube.com/watch?v=59YNBF4J9ks,12:32,https://www.theliberatingriver.com/e/reset-the-noise-part-5-release-so-peace-leads/,https://mcdn.podbean.com/mf/web/r2btgyy434zz3yur/Episode_13_Part_5.mp3,,,No
Quiet courage changes everything #mindset #courage #shorts,"February 28, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/nJ1790oPInk,https://www.youtube.com/shorts/nJ1790oPInk,00:36,,,nJ1790oPInk,,No
Outgrowing People Isn't Betrayal #evolution #truthmatters #shorts,"February 27, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/Mi2u0V0Ci-E,https://www.youtube.com/shorts/Mi2u0V0Ci-E,00:35,,,Mi2u0V0Ci-E,,No
🎥 Static vs Signal |The Nervous System Truth Nobody Tells You About Money,"February 25, 2026",Podcast Video (YouTube),Longform,The Liberating River,,February 2026,,,https://www.youtube.com/watch?v=Yq5P5gPm28U,https://www.youtube.com/watch?v=Yq5P5gPm28U,14:38,,,Yq5P5gPm28U,,No
"Signal vs Static (Part I) | Why Noise, Fear & Urgency Block Wealth and Clarity","February 25, 2026",Podcast Audio (Podbean),Longform,The Liberating River,,February 2026,,,https://www.theliberatingriver.com/e/signal-vs-static-part-i-why-noise-fear-urgency-block-wealth-and-clarity/,https://www.youtube.com/watch?v=Ia74vd-r8Pg,14:40,https://www.theliberatingriver.com/e/signal-vs-static-part-i-why-noise-fear-urgency-block-wealth-and-clarity/,https://mcdn.podbean.com/mf/web/q8ztu44rqghbfjdm/Episode14_Part_I.mp3,,,No
"When You Choose Yourself, Everything Shifts #alignment #selftrust #shorts","February 23, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/yPttJSRI6VU,https://www.youtube.com/shorts/yPttJSRI6VU,00:19,,,yPttJSRI6VU,,No
The Thing Your Body Knows Before Your Mind Does #Awareness #shorts,"February 21, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/lnnEbuj221A,https://www.youtube.com/shorts/lnnEbuj221A,00:28,,,lnnEbuj221A,,No
"Your Emotions Are Your Superpower, Not Your Weakness #selflove #mindset #shorts","February 20, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/koQ7nCbHZFo,https://www.youtube.com/shorts/koQ7nCbHZFo,00:28,,,koQ7nCbHZFo,,No
🎥 True Wealth Isn't About Performance | It's About Alignment,"February 18, 2026",Podcast Video (YouTube),Longform,The Liberating River,,February 2026,,,https://www.youtube.com/watch?v=7HlSBFNCfnA,https://www.youtube.com/watch?v=7HlSBFNCfnA,18:46,,,7HlSBFNCfnA,,No
Belonging vs. Alignment (Part 2) | Stop Conforming Financially: Reclaiming Alignment,"February 18, 2026",Podcast Audio (Podbean),Longform,The Liberating River,,February 2026,,,https://www.theliberatingriver.com/e/belonging-vs-alignment-part-2-stop-conforming-financially-reclaiming-alignment/,https://www.youtube.com/watch?v=UGITXt877J8,18:45,https://www.theliberatingriver.com/e/belonging-vs-alignment-part-2-stop-conforming-financially-reclaiming-alignment/,https://mcdn.podbean.com/mf/web/8st4k28fh7iueh2n/Episode_12_Part_II.mp3,,,No
Stuck vs. Integrating—There's a Difference #mindset #truth #shorts,"February 16, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/ocxA9r8R_mg,https://www.youtube.com/shorts/ocxA9r8R_mg,00:59,,,ocxA9r8R_mg,,No
Loving Someone Else Won't Fix This #selflove #relationships #shorts,"February 15, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/Hkmyb3-Lr64,https://www.youtube.com/shorts/Hkmyb3-Lr64,00:22,,,Hkmyb3-Lr64,,No
Love Without Performance #authentic #shorts,"February 14, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/xDaOspfngPg,https://www.youtube.com/shorts/xDaOspfngPg,00:31,,,xDaOspfngPg,,No
The Energy Drain of Over Explaining #selfrespect #shorts,"February 13, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/9Rlj3LfbBVA,https://www.youtube.com/shorts/9Rlj3LfbBVA,00:31,,,9Rlj3LfbBVA,,No
Safety Is Nternal! #innerhealing #shorts,"February 12, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/XlOTkPWAJiQ,https://www.youtube.com/shorts/XlOTkPWAJiQ,00:36,,,XlOTkPWAJiQ,,No
🎥 You Don't Need Permission to Be Aligned,"February 11, 2026",Podcast Video (YouTube),Longform,The Liberating River,,February 2026,,,https://www.youtube.com/watch?v=bAtHNSiv3CE,https://www.youtube.com/watch?v=bAtHNSiv3CE,15:15,,,bAtHNSiv3CE,,No
You Already Know #selfawareness #courage #shorts,"February 11, 2026",YouTube Short,Shortform,The Book of Flo,,February 2026,,,https://www.youtube.com/shorts/DspeTB8Jf6w,https://www.youtube.com/shorts/DspeTB8Jf6w,00:34,,,DspeTB8Jf6w,,No
Belonging vs. Authenticity (Part I) | Your Nervous System Is Lying to U About Standing Alone,"February 11, 2026",Podcast Audio (Podbean),Longform,The Liberating River,,February 2026,,,https://www.theliberatingriver.com/e/belonging-vs-authenticity-part-i-breaking-free-from-groupthink-reclaiming-your-inner-authority/,https://www.youtube.com/watch?v=ZOybwuNBefw,15:15,https://www.theliberatingriver.com/e/belonging-vs-authenticity-part-i-breaking-free-from-groupthink-reclaiming-your-inner-authority/,https://mcdn.podbean.com/mf/web/7e2zvekg8cwzh5hm/Episode_12_Part_1.mp3,,,No
"How Release Helps You Rise 🌊 | Float in Faith, Not Fear #faith #short","December 8, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/4r9MRl1jln0,https://www.youtube.com/shorts/4r9MRl1jln0,01:19,,,4r9MRl1jln0,,No
Growth Lives Outside Your Comfort Zone! #lifechanging #short,"December 5, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/R1eShMigBuw,https://www.youtube.com/shorts/R1eShMigBuw,00:52,,,R1eShMigBuw,,No
"Clarity comes from stopping, not striving #december #intention #short","December 30, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/HTkGTRi_05E,https://www.youtube.com/shorts/HTkGTRi_05E,00:27,,,HTkGTRi_05E,,No
🎥 Reset Your Relationship with Money Right Now,"December 3, 2025",Podcast Video (YouTube),Longform,The Liberating River,,December 2025,,,https://www.youtube.com/watch?v=WDHf2KSWAmA,https://www.youtube.com/watch?v=WDHf2KSWAmA,12:23,,,WDHf2KSWAmA,,No
What If Fear Is Lying To You? #mindset #short,"December 3, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/TUhupVhZgjo,https://www.youtube.com/shorts/TUhupVhZgjo,01:42,,,TUhupVhZgjo,,No
Mindset Reset (Part 2): For Purpose & Prosperity — Finding Clarity: The Power of the Shift,"December 3, 2025",Podcast Audio (Podbean),Longform,The Liberating River,,December 2025,,,https://www.theliberatingriver.com/e/mindset-reset-part-ii-for-purpose-prosperity-%e2%80%94-finding-clarity-the-power-of-the-shift/,https://www.youtube.com/watch?v=664-5DHe_8I,12:22,https://www.theliberatingriver.com/e/mindset-reset-part-ii-for-purpose-prosperity-%e2%80%94-finding-clarity-the-power-of-the-shift/,https://mcdn.podbean.com/mf/web/b79e4q4qk58c4bxh/Ep10_Part_II.mp3,,,No
"🎥 Ordinary Courage, Extraordinary Results","December 24, 2025",Podcast Video (YouTube),Longform,The Liberating River,,December 2025,,,https://www.youtube.com/watch?v=EqipBdhBL-g,https://www.youtube.com/watch?v=EqipBdhBL-g,13:40,,,EqipBdhBL-g,,No
Cultivating Resilience (Part B-2): Resilience Forged Outside the Spotlight,"December 24, 2025",Podcast Audio (Podbean),Longform,The Liberating River,,December 2025,,,https://www.theliberatingriver.com/e/cultivating-resilience-part-b-2-resilience-forged-outside-the-spotlight/,https://www.youtube.com/watch?v=O6PX7TWJrf4,13:40,https://www.theliberatingriver.com/e/cultivating-resilience-part-b-2-resilience-forged-outside-the-spotlight/,https://mcdn.podbean.com/mf/web/afrhkhgr7fvx5n2j/Episode_11PartB2.mp3,,,No
The Lie that Slowing Down Means Losing #short,"December 23, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/WOvBNsD1778,https://www.youtube.com/shorts/WOvBNsD1778,00:42,,,WOvBNsD1778,,No
Ancient Wisdom for Modern Life #lifelesson #short,"December 21, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/x0CNmq5GbQg,https://www.youtube.com/shorts/x0CNmq5GbQg,01:00,,,x0CNmq5GbQg,,No
You Didn’t Break — You Rooted! #mentalstrength #short,"December 20, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/PXtenEDLmnw,https://www.youtube.com/shorts/PXtenEDLmnw,00:51,,,PXtenEDLmnw,,No
🎥 Breaking Free Looks Like This; The Strength Inside You (Part B-1),"December 17, 2025",Podcast Video (YouTube),Longform,The Liberating River,,December 2025,,,https://www.youtube.com/watch?v=AF2pWuIPbkI,https://www.youtube.com/watch?v=AF2pWuIPbkI,10:57,,,AF2pWuIPbkI,,No
Stop Fighting the SEASON! #acceptance #short,"December 17, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/M7NAxXGvUl0,https://www.youtube.com/shorts/M7NAxXGvUl0,00:53,,,M7NAxXGvUl0,,No
Cultivating Resilience (Part B-1) | Breaking Free Looks Like This; The Strength Inside You,"December 17, 2025",Podcast Audio (Podbean),Longform,The Liberating River,,December 2025,,,https://www.theliberatingriver.com/e/breaking-free-looks-like-this-the-strength-inside-you/,https://www.youtube.com/watch?v=xB_Caqg-uyc,10:57,https://www.theliberatingriver.com/e/breaking-free-looks-like-this-the-strength-inside-you/,https://mcdn.podbean.com/mf/web/t877mk2azrnr4d8d/Episode_11_Part_I.mp3,,,No
Your Darkest Chapter Isn't the End #spiritualposture #transformation #short,"December 15, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/NvqBNI1XaX8,https://www.youtube.com/shorts/NvqBNI1XaX8,00:51,,,NvqBNI1XaX8,,No
🎥 Your New Identity Is Waiting | Live From Divine Alignment PtIII,"December 10, 2025",Podcast Video (YouTube),Longform,The Liberating River,,December 2025,,,https://www.youtube.com/watch?v=-ARKw98u_YI,https://www.youtube.com/watch?v=-ARKw98u_YI,14:01,,,-ARKw98u_YI,,No
Superpower of Discipline Creates Freedom #consistency #short,"December 10, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/O8iKdAa52MI,https://www.youtube.com/shorts/O8iKdAa52MI,00:55,,,O8iKdAa52MI,,No
Mindset Reset (Part 3) | The REAL Reason Mindset Work Fails,"December 10, 2025",Podcast Audio (Podbean),Longform,The Liberating River,,December 2025,,,https://www.theliberatingriver.com/e/mindset-reset-%c2%b7-episode-10-part-3-%e2%80%94-the-transformation/,https://www.youtube.com/watch?v=GT9pM4U_6R4,14:00,https://www.theliberatingriver.com/e/mindset-reset-%c2%b7-episode-10-part-3-%e2%80%94-the-transformation/,https://mcdn.podbean.com/mf/web/ccjjhi75jtn8r676/Ep10_Part_III.mp3,,,No
Stop Chasing Alignment and Start Being It #short,"December 1, 2025",YouTube Short,Shortform,The Book of Flo,,December 2025,,,https://www.youtube.com/shorts/QG3NFMoUubo,https://www.youtube.com/shorts/QG3NFMoUubo,00:53,,,QG3NFMoUubo,,No
🎥God Never Asked You to Suffer | Debunking Religious Suffering Myths,"August 7, 2025",Podcast Video (YouTube),Longform,The Liberating River,,August 2025,,,https://www.youtube.com/watch?v=8W99oTw9UrQ,https://www.youtube.com/watch?v=8W99oTw9UrQ,13:08,,,8W99oTw9UrQ,,No
God Never Asked You to Suffer | Debunking Religious Suffering Myths,"August 6, 2025",Podcast Audio (Podbean),Longform,The Liberating River,,August 2025,,,https://www.theliberatingriver.com/e/god-never-asked-you-to-suffer-debunking-religious-suffering-myths/,https://www.youtube.com/watch?v=6WXTDfjl46w,13:07,https://www.theliberatingriver.com/e/god-never-asked-you-to-suffer-debunking-religious-suffering-myths/,https://mcdn.podbean.com/mf/web/7j5gfnss2ghvtgj2/Episode_1.mp3,,,No
🎥 The Spiritual Prison You Don't Know You're In,"August 28, 2025",Podcast Video (YouTube),Longform,The Liberating River,,August 2025,,,https://www.youtube.com/watch?v=CjXwiRGBnrk,https://www.youtube.com/watch?v=CjXwiRGBnrk,14:45,,,CjXwiRGBnrk,,No
"Breaking Free from Fear-Based Obedience (Part 1) | The Hidden Chains of Fear, Faith & Finances","August 27, 2025",Podcast Audio (Podbean),Longform,The Liberating River,,August 2025,,,https://www.theliberatingriver.com/e/breaking-free-from-fear-based-obedience-choosing-love-trust-and-financial-freedom-%e2%80%94-recognizing-the-chains/,https://www.youtube.com/watch?v=P9YV7aDcTrM,14:44,https://www.theliberatingriver.com/e/breaking-free-from-fear-based-obedience-choosing-love-trust-and-financial-freedom-%e2%80%94-recognizing-the-chains/,https://mcdn.podbean.com/mf/web/usjd73hr6g2t3c6f/Episode4_Part_I.mp3,,,No
🎥 Unlocking Blessings | Releasing Religious Baggage for True Freedom,"August 21, 2025",Podcast Video (YouTube),Longform,The Liberating River,,August 2025,,,https://www.youtube.com/watch?v=sl7keUdsNRk,https://www.youtube.com/watch?v=sl7keUdsNRk,12:12,,,sl7keUdsNRk,,No
🎥 Faithfulness or Fear? Why This Question Changes Everything,"August 20, 2025",Podcast Video (YouTube),Longform,The Liberating River,,August 2025,,,https://www.youtube.com/watch?v=lxMMdfAf790,https://www.youtube.com/watch?v=lxMMdfAf790,21:54,,,lxMMdfAf790,,No
Unlocking Blessings | Releasing Religious Baggage & Shame for True Freedom,"August 20, 2025",Podcast Audio (Podbean),Longform,The Liberating River,,August 2025,,,https://www.theliberatingriver.com/e/unlocking-blessings-releasing-religious-baggage-and-shame/,https://www.youtube.com/watch?v=Qp3Al0CMHj8,12:11,https://www.theliberatingriver.com/e/unlocking-blessings-releasing-religious-baggage-and-shame/,https://mcdn.podbean.com/mf/web/kewcu3mww7k7i9gq/Episode3.mp3,,,No
Faithfulness vs Fear | How to Discern Healthy Faith & Begin Spiritual Healing,"August 13, 2025",Podcast Audio (Podbean),Longform,The Liberating River,,August 2025,,,https://www.theliberatingriver.com/e/faith-over-fear-how-to-overcome-fear-and-live-in-healthy-biblical-faith/,https://www.youtube.com/watch?v=n_ztOR1gWeE,21:53,https://www.theliberatingriver.com/e/faith-over-fear-how-to-overcome-fear-and-live-in-healthy-biblical-faith/,https://mcdn.podbean.com/mf/web/iiavg3uzznz3vvir/Episode_2.mp3,,,No
Why I Created The Liberating River Podcast: A Journey to Spiritual Freedom & Financial Healing,"August 1, 2025",Podcast Audio (Podbean),Longform,The Liberating River,,August 2025,,,https://www.theliberatingriver.com/e/why-i-created-the-liberating-river-podcast-a-journey-to-spiritual-freedom-financial-healing/,,02:01,https://www.theliberatingriver.com/e/why-i-created-the-liberating-river-podcast-a-journey-to-spiritual-freedom-financial-healing/,https://mcdn.podbean.com/mf/web/v6z5eskfjgwrcikq/Why_I_created_The_Liberating_River_Podcast66rm7.mp3,,,No
🎥 Your Tongue Builds Wealth | Shapes Financial Identity,"April 8, 2026",Podcast Video (YouTube),Longform,The Liberating River,,April 2026,,,https://www.youtube.com/watch?v=b9DZ4uNwRsg,https://www.youtube.com/watch?v=b9DZ4uNwRsg,21:24,,,b9DZ4uNwRsg,,No
Scarcity Rewiring (Part II) | The Tongue That Builds Wealth,"April 8, 2026",Podcast Audio (Podbean),Longform,The Liberating River,,April 2026,,,https://www.theliberatingriver.com/e/the-tongue-that-builds-wealth-soul-aligned-wealth-series/,https://www.youtube.com/watch?v=JzpPA03SJlI,21:24,https://www.theliberatingriver.com/e/the-tongue-that-builds-wealth-soul-aligned-wealth-series/,https://mcdn.podbean.com/mf/web/2gkv3yqhc5fwx8ki/Episode18_Part_II.mp3,,,No
Close It or It Closes U #shorts,"April 6, 2026",YouTube Short,Shortform,The Book of Flo,,April 2026,,,https://www.youtube.com/shorts/BDZHkZImIo4,https://www.youtube.com/shorts/BDZHkZImIo4,00:32,,,BDZHkZImIo4,,No
Not Everything Needs A Response #discernment #shorts,"April 4, 2026",YouTube Short,Shortform,The Book of Flo,,April 2026,,,https://www.youtube.com/shorts/voTBHxcOSM0,https://www.youtube.com/shorts/voTBHxcOSM0,00:30,,,voTBHxcOSM0,,No
Podcast Insights: Shame Keeps Holding the Umbrella Down #shortsvideo,"April 3, 2026",Podcast Clip,Shortform,Podcast Insights,,April 2026,,,https://www.youtube.com/shorts/nDNyGZaFHL8,https://www.youtube.com/shorts/nDNyGZaFHL8,00:14,,,nDNyGZaFHL8,,No
Your Body Already Knows #clarity #short,"April 20, 2026",YouTube Short,Shortform,The Book of Flo,,April 2026,,,https://www.youtube.com/shorts/izS9pPRKtgM,https://www.youtube.com/shorts/izS9pPRKtgM,00:14,,,izS9pPRKtgM,,No
Soft Effort Changes Everything #personalgrowth #short,"April 18, 2026",YouTube Short,Shortform,The Book of Flo,,April 2026,,,https://www.youtube.com/shorts/8M9SwuI4NDY,https://www.youtube.com/shorts/8M9SwuI4NDY,00:29,,,8M9SwuI4NDY,,No
Podcast Insights: Unlock Freedom -- Reclaim Your Authority! ✨ #shortvideo,"April 17, 2026",Podcast Clip,Shortform,Podcast Insights,,April 2026,,,https://www.youtube.com/shorts/DmwX_sSiJms,https://www.youtube.com/shorts/DmwX_sSiJms,00:17,,,DmwX_sSiJms,,No
🎥  Generational Wealth Fails | Psychology No One Talks About,"April 15, 2026",Podcast Video (YouTube),Longform,The Liberating River,,April 2026,,,https://www.youtube.com/watch?v=-ItvTs482mU,https://www.youtube.com/watch?v=-ItvTs482mU,15:45,,,-ItvTs482mU,,No
Generational Wealth Fails (Part I) | Psychology No One Talks About,"April 15, 2026",Podcast Audio (Podbean),Longform,The Liberating River,,April 2026,,,https://www.theliberatingriver.com/e/generational-wealth-fails-part-i-psychology-no-one-talks-about/,https://www.youtube.com/watch?v=hH0CzNA6cHQ,15:44,https://www.theliberatingriver.com/e/generational-wealth-fails-part-i-psychology-no-one-talks-about/,https://mcdn.podbean.com/mf/web/7vjkksqi2fvxsr9g/Episode19_Part_I_1.mp3,,,No
Resetting Isn't Failure #resetyourmindset #shorts,"April 13, 2026",YouTube Short,Shortform,The Book of Flo,,April 2026,,,https://www.youtube.com/shorts/zk-Muxrsf6M,https://www.youtube.com/shorts/zk-Muxrsf6M,00:23,,,zk-Muxrsf6M,,No
Permission 2 Begin Again #empowerment  #mindset #shorts,"April 11, 2026",YouTube Short,Shortform,The Book of Flo,,April 2026,,,https://www.youtube.com/shorts/l8aWIv3hky8,https://www.youtube.com/shorts/l8aWIv3hky8,00:29,,,l8aWIv3hky8,,No
Podcast Insights: Fear's Legacy -- Passing Down Scarcity #shortsvideo,"April 10, 2026",Podcast Clip,Shortform,Podcast Insights,,April 2026,,,https://www.youtube.com/shorts/-cJ77KisQBo,https://www.youtube.com/shorts/-cJ77KisQBo,00:19,,,-cJ77KisQBo,,No
🎥 Scarcity Rewiring: Why Survival Mode is Costing You More Than You Think #scarcitymindset,"April 1, 2026",Podcast Video (YouTube),Longform,The Liberating River,,April 2026,,,https://www.youtube.com/watch?v=ELSV7E3a19w,https://www.youtube.com/watch?v=ELSV7E3a19w,15:47,,,ELSV7E3a19w,,No
Scarcity Rewiring (Part I) | Why Survival Mode Is Costing You More Than You Think,"April 1, 2026",Podcast Audio (Podbean),Longform,The Liberating River,,April 2026,,,https://www.theliberatingriver.com/e/scarcity-rewiring-part-i-why-survival-mode-is-costing-you-more-than-you-think/,https://www.youtube.com/watch?v=GX_o8Bhcogk,15:47,https://www.theliberatingriver.com/e/scarcity-rewiring-part-i-why-survival-mode-is-costing-you-more-than-you-think/,https://mcdn.podbean.com/mf/web/gswj86asrm78tt2d/Episode18_Part_I.mp3,,,No
